,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,positivity_bar_chart,song_name,artist_name,tsne_x_combined,tsne_y_combined
471,471,471,471,471,471,471,471,471,471,471,"formed,",formed,formed,472,67,7,Verse 3,7,53,1,1,1,[472],"[('formed', 'VBN')]",V,POSITIVE,0.9986,"Conducted and formed, this is a hell of a concept", conducted and formed this is a hell of a concept,NEGATIVE,0.9954,-0.9954,14,0.2153846153846154,0.9986,172,0.9297297297297298,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,9.635457038879396,7.3727965354919425
472,472,472,472,472,472,472,472,472,472,472,this,this,this,473,67,7,Verse 3,7,54,2,2,2,"[473, 490]","[('this', 'DT')]",DET,POSITIVE,0.9931,"Conducted and formed, this is a hell of a concept", conducted and formed this is a hell of a concept,NEGATIVE,0.9954,-0.9954,14,0.2153846153846154,0.9931,132,0.7135135135135136,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-9.14840602874756,-21.91628646850586
473,473,473,473,473,473,473,473,473,473,473,is,is,is,474,67,7,Verse 3,7,55,4,4,4,"[18, 101, 160, 474]","[('is', 'VBZ')]",V,POSITIVE,0.9275,"Conducted and formed, this is a hell of a concept", conducted and formed this is a hell of a concept,NEGATIVE,0.9954,-0.9954,14,0.2153846153846154,0.9275,76,0.4108108108108108,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,17.051544189453125,0.9187014102935792
474,474,474,474,474,474,474,474,474,474,474,a,a,a,475,67,7,Verse 3,7,56,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,"Conducted and formed, this is a hell of a concept", conducted and formed this is a hell of a concept,NEGATIVE,0.9954,-0.9954,14,0.2153846153846154,0.9873,114,0.6162162162162163,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,14.46420669555664,-0.8100928068161011
475,475,475,475,475,475,475,475,475,475,475,hell,hell,hell,476,67,7,Verse 3,7,57,1,1,1,[476],"[('hell', 'NN')]",N,NEGATIVE,0.9995,"Conducted and formed, this is a hell of a concept", conducted and formed this is a hell of a concept,NEGATIVE,0.9954,-0.9954,14,0.2153846153846154,-0.9995,2,0.010810810810810813,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,7.731863975524902,-19.39527130126953
476,476,476,476,476,476,476,476,476,476,476,of,of,of,477,67,7,Verse 3,7,58,5,5,5,"[29, 186, 321, 477, 580]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"Conducted and formed, this is a hell of a concept", conducted and formed this is a hell of a concept,NEGATIVE,0.9954,-0.9954,14,0.2153846153846154,0.9193,75,0.40540540540540543,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,11.757411003112793,3.9889528751373287
477,477,477,477,477,477,477,477,477,477,477,a,a,a,478,67,7,Verse 3,7,59,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,"Conducted and formed, this is a hell of a concept", conducted and formed this is a hell of a concept,NEGATIVE,0.9954,-0.9954,14,0.2153846153846154,0.9873,114,0.6162162162162163,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,14.46420669555664,-0.8100928068161011
478,478,478,478,478,478,478,478,478,478,478,concept,concept,concept,479,67,7,Verse 3,7,60,1,1,1,[479],"[('concept', 'NN')]",N,POSITIVE,0.9984,"Conducted and formed, this is a hell of a concept", conducted and formed this is a hell of a concept,NEGATIVE,0.9954,-0.9954,14,0.2153846153846154,0.9984,170,0.9189189189189192,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,2.4600539207458496,9.579853057861328
479,479,479,479,479,479,479,479,479,479,479,We,We,we,480,68,7,Verse 3,8,61,1,1,1,[480],"[('we', 'PRP')]",PRON,POSITIVE,0.9982,We make it hype and you want to step, we make it hype and you want to step,POSITIVE,0.9988,0.9988,59,0.9076923076923076,0.9982,168,0.9081081081081082,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,0.7855963706970215,-24.97400093078613
480,480,480,480,480,480,480,480,480,480,480,make,make,make,481,68,7,Verse 3,8,62,1,1,1,[481],"[('make', 'VB')]",V,POSITIVE,0.9996,We make it hype and you want to step, we make it hype and you want to step,POSITIVE,0.9988,0.9988,59,0.9076923076923076,0.9996,182,0.9837837837837838,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-11.825091361999512,2.424576997756958
481,481,481,481,481,481,481,481,481,481,481,it,it,it,482,68,7,Verse 3,8,63,13,13,13,"[5, 40, 105, 108, 130, 139, 394, 403, 437, 482, 518, 548, 557]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,We make it hype and you want to step, we make it hype and you want to step,POSITIVE,0.9988,0.9988,59,0.9076923076923076,0.9927,130,0.7027027027027027,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,9.89292812347412,-5.348041534423828
482,482,482,482,482,482,482,482,482,482,482,hype,hype,hype,483,68,7,Verse 3,8,64,1,1,1,[483],"[('hype', 'NN')]",N,NEGATIVE,0.999,We make it hype and you want to step, we make it hype and you want to step,POSITIVE,0.9988,0.9988,59,0.9076923076923076,-0.999,7,0.03783783783783784,neg_word_pos_line,Ice Ice Baby,Vanilla Ice,4.800796985626222,6.485837459564209
483,483,483,483,483,483,483,483,483,483,483,and,and,and,484,68,7,Verse 3,8,65,14,14,14,"[15, 37, 51, 68, 121, 167, 194, 204, 262, 302, 449, 468, 471, 484]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,We make it hype and you want to step, we make it hype and you want to step,POSITIVE,0.9988,0.9988,59,0.9076923076923076,0.9708,90,0.4864864864864865,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,13.185065269470215,-5.214746952056885
484,484,484,484,484,484,484,484,484,484,484,you,you,you,485,68,7,Verse 3,8,66,7,7,7,"[109, 112, 244, 372, 434, 465, 485]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,We make it hype and you want to step, we make it hype and you want to step,POSITIVE,0.9988,0.9988,59,0.9076923076923076,0.9991,177,0.9567567567567568,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-13.022394180297852,-17.202014923095707
485,485,485,485,485,485,485,485,485,485,485,want,want,want,486,68,7,Verse 3,8,67,1,1,1,[486],"[('want', 'NN')]",N,POSITIVE,0.987,We make it hype and you want to step, we make it hype and you want to step,POSITIVE,0.9988,0.9988,59,0.9076923076923076,0.987,113,0.6108108108108108,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-16.765388488769528,2.436919927597046
486,486,486,486,486,486,486,486,486,486,486,to,to,to,487,68,7,Verse 3,8,68,14,14,14,"[54, 173, 176, 218, 240, 254, 265, 277, 354, 361, 447, 487, 528, 583]","[('to', 'TO')]",OTH,POSITIVE,0.9653,We make it hype and you want to step, we make it hype and you want to step,POSITIVE,0.9988,0.9988,59,0.9076923076923076,0.9653,86,0.4648648648648649,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-12.766663551330565,8.213215827941895
487,487,487,487,487,487,487,487,487,487,487,step,step,step,488,68,7,Verse 3,8,69,1,1,1,[488],"[('step', 'NN')]",N,POSITIVE,0.9977,We make it hype and you want to step, we make it hype and you want to step,POSITIVE,0.9988,0.9988,59,0.9076923076923076,0.9977,163,0.8810810810810811,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-6.601883888244629,-9.00656795501709
488,488,488,488,488,488,488,488,488,488,488,With,With,with,489,69,7,Verse 3,9,70,7,7,7,"[20, 162, 207, 225, 299, 304, 489]","[('with', 'IN')]",PREP,POSITIVE,0.9826,With this.  Shay plays on the fade, with this shay plays on the fade,NEGATIVE,0.9982,-0.9982,7,0.1076923076923077,0.9826,103,0.5567567567567567,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,12.464055061340332,4.652782917022705
489,489,489,489,489,489,489,489,489,489,489,this.,this,this,490,69,7,Verse 3,9,71,2,2,2,"[473, 490]","[('this', 'DT')]",DET,POSITIVE,0.9931,With this.  Shay plays on the fade, with this shay plays on the fade,NEGATIVE,0.9982,-0.9982,7,0.1076923076923077,0.9931,132,0.7135135135135136,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-9.14840602874756,-21.91628646850586
490,490,490,490,490,490,490,490,490,490,490,Shay,Shay,shay,491,69,7,Verse 3,9,72,2,2,2,"[298, 491]","[('shay', 'NN')]",N,POSITIVE,0.9859,With this.  Shay plays on the fade, with this shay plays on the fade,NEGATIVE,0.9982,-0.9982,7,0.1076923076923077,0.9859,109,0.5891891891891892,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,4.639623165130615,-11.051891326904297
491,491,491,491,491,491,491,491,491,491,491,plays,plays,plays,492,69,7,Verse 3,9,73,1,1,1,[492],"[('plays', 'NNS')]",N,POSITIVE,0.9958,With this.  Shay plays on the fade, with this shay plays on the fade,NEGATIVE,0.9982,-0.9982,7,0.1076923076923077,0.9958,148,0.8,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-6.501594066619872,19.406702041625977
492,492,492,492,492,492,492,492,492,492,492,on,on,on,493,69,7,Verse 3,9,74,9,9,9,"[213, 236, 252, 311, 340, 350, 369, 428, 493]","[('on', 'IN')]",PREP,POSITIVE,0.987,With this.  Shay plays on the fade, with this shay plays on the fade,NEGATIVE,0.9982,-0.9982,7,0.1076923076923077,0.987,113,0.6108108108108108,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,12.668045997619627,3.9341793060302734
493,493,493,493,493,493,493,493,493,493,493,the,the,the,494,69,7,Verse 3,9,75,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,With this.  Shay plays on the fade, with this shay plays on the fade,NEGATIVE,0.9982,-0.9982,7,0.1076923076923077,0.9636,84,0.4540540540540541,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-0.7009652256965637,1.4191086292266846
494,494,494,494,494,494,494,494,494,494,494,fade,fade,fade,495,69,7,Verse 3,9,76,1,1,1,[495],"[('fade', 'NN')]",N,NEGATIVE,0.9997,With this.  Shay plays on the fade, with this shay plays on the fade,NEGATIVE,0.9982,-0.9982,7,0.1076923076923077,-0.9997,0,0.0,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,4.88398551940918,-9.737279891967773
495,495,495,495,495,495,495,495,495,495,495,Slice,Slice,slice,496,70,7,Verse 3,10,77,1,1,1,[496],"[('slice', 'NN')]",N,POSITIVE,0.9796,"Slice like a ninja, cut like a razor blade", slice like a ninja cut like a razor blade,NEGATIVE,0.9517,-0.9517,26,0.4,0.9796,98,0.5297297297297298,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-0.6993433237075806,3.4647467136383057
496,496,496,496,496,496,496,496,496,496,496,like,like,like,497,70,7,Verse 3,10,78,9,9,9,"[33, 61, 72, 85, 183, 327, 458, 497, 501]","[('like', 'IN')]",PREP,POSITIVE,0.9911,"Slice like a ninja, cut like a razor blade", slice like a ninja cut like a razor blade,NEGATIVE,0.9517,-0.9517,26,0.4,0.9911,125,0.6756756756756757,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,10.013649940490724,-8.936087608337402
497,497,497,497,497,497,497,497,497,497,497,a,a,a,498,70,7,Verse 3,10,79,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,"Slice like a ninja, cut like a razor blade", slice like a ninja cut like a razor blade,NEGATIVE,0.9517,-0.9517,26,0.4,0.9873,114,0.6162162162162163,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,14.46420669555664,-0.8100928068161011
498,498,498,498,498,498,498,498,498,498,498,"ninja,",ninja,ninja,499,70,7,Verse 3,10,80,1,1,1,[499],"[('ninja', 'NN')]",N,NEGATIVE,0.8715,"Slice like a ninja, cut like a razor blade", slice like a ninja cut like a razor blade,NEGATIVE,0.9517,-0.9517,26,0.4,-0.8715,47,0.2540540540540541,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,5.413022041320801,8.054470062255861
499,499,499,499,499,499,499,499,499,499,499,cut,cut,cut,500,70,7,Verse 3,10,81,1,1,1,[500],"[('cut', 'NN')]",N,NEGATIVE,0.9738,"Slice like a ninja, cut like a razor blade", slice like a ninja cut like a razor blade,NEGATIVE,0.9517,-0.9517,26,0.4,-0.9738,32,0.17297297297297298,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,-2.0844712257385254,13.256874084472654
500,500,500,500,500,500,500,500,500,500,500,like,like,like,501,70,7,Verse 3,10,82,9,9,9,"[33, 61, 72, 85, 183, 327, 458, 497, 501]","[('like', 'IN')]",PREP,POSITIVE,0.9911,"Slice like a ninja, cut like a razor blade", slice like a ninja cut like a razor blade,NEGATIVE,0.9517,-0.9517,26,0.4,0.9911,125,0.6756756756756757,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,10.013649940490724,-8.936087608337402
501,501,501,501,501,501,501,501,501,501,501,a,a,a,502,70,7,Verse 3,10,83,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,"Slice like a ninja, cut like a razor blade", slice like a ninja cut like a razor blade,NEGATIVE,0.9517,-0.9517,26,0.4,0.9873,114,0.6162162162162163,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,14.46420669555664,-0.8100928068161011
502,502,502,502,502,502,502,502,502,502,502,razor,razor,razor,503,70,7,Verse 3,10,84,1,1,1,[503],"[('razor', 'NN')]",N,NEGATIVE,0.9211,"Slice like a ninja, cut like a razor blade", slice like a ninja cut like a razor blade,NEGATIVE,0.9517,-0.9517,26,0.4,-0.9211,41,0.22162162162162166,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,4.627613067626953,-8.726086616516112
503,503,503,503,503,503,503,503,503,503,503,blade,blade,blade,504,70,7,Verse 3,10,85,1,1,1,[504],"[('blade', 'NN')]",N,POSITIVE,0.9918,"Slice like a ninja, cut like a razor blade", slice like a ninja cut like a razor blade,NEGATIVE,0.9517,-0.9517,26,0.4,0.9918,129,0.6972972972972973,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,4.258569717407228,-8.478254318237305
504,504,504,504,504,504,504,504,504,504,504,So,So,so,505,71,7,Verse 3,11,86,3,3,3,"[229, 274, 505]","[('so', 'RB')]",ADV,POSITIVE,0.913,"So fast, other DJs say “Damn!”", so fast other djs say damn,NEGATIVE,0.6458,-0.6458,33,0.5076923076923077,0.913,73,0.3945945945945946,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,12.745609283447266,-12.041179656982422
505,505,505,505,505,505,505,505,505,505,505,"fast,",fast,fast,506,71,7,Verse 3,11,87,2,2,2,"[344, 506]","[('fast', 'NN')]",N,POSITIVE,0.9989,"So fast, other DJs say “Damn!”", so fast other djs say damn,NEGATIVE,0.6458,-0.6458,33,0.5076923076923077,0.9989,175,0.9459459459459459,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-5.260507583618164,-9.670207977294922
506,506,506,506,506,506,506,506,506,506,506,other,other,other,507,71,7,Verse 3,11,88,1,1,1,[507],"[('other', 'JJ')]",ADJ,POSITIVE,0.7455,"So fast, other DJs say “Damn!”", so fast other djs say damn,NEGATIVE,0.6458,-0.6458,33,0.5076923076923077,0.7455,60,0.32432432432432434,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,4.345571041107179,-17.107789993286133
507,507,507,507,507,507,507,507,507,507,507,DJs,DJs,djs,508,71,7,Verse 3,11,89,1,1,1,[508],"[('djs', 'NN')]",N,POSITIVE,0.9935,"So fast, other DJs say “Damn!”", so fast other djs say damn,NEGATIVE,0.6458,-0.6458,33,0.5076923076923077,0.9935,135,0.7297297297297297,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,3.6613597869873047,17.949594497680664
508,508,508,508,508,508,508,508,508,508,508,say,say,say,509,71,7,Verse 3,11,90,2,2,2,"[241, 509]","[('say', 'VB')]",V,POSITIVE,0.9529,"So fast, other DJs say “Damn!”", so fast other djs say damn,NEGATIVE,0.6458,-0.6458,33,0.5076923076923077,0.9529,80,0.4324324324324325,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-14.394569396972654,2.3336856365203857
509,509,509,509,509,509,509,509,509,509,509,“Damn!”,Damn,damn,510,71,7,Verse 3,11,91,1,1,1,[510],"[('damn', 'NN')]",N,NEGATIVE,0.9823,"So fast, other DJs say “Damn!”", so fast other djs say damn,NEGATIVE,0.6458,-0.6458,33,0.5076923076923077,-0.9823,29,0.15675675675675674,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,7.746984481811522,-19.392974853515625
510,510,510,510,510,510,510,510,510,510,510,If,If,if,511,72,7,Verse 3,12,92,5,5,5,"[122, 190, 386, 511, 540]","[('if', 'IN')]",PREP,POSITIVE,0.7390000000000001,If rhyme was a drug I'd sell it by the gram, if rhyme was a drug I'd sell it by the gram,NEGATIVE,0.9986,-0.9986,6,0.09230769230769233,0.7390000000000001,59,0.3189189189189189,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,13.887823104858398,-7.676978588104247
511,511,511,511,511,511,511,511,511,511,511,rhyme,rhyme,rhyme,512,72,7,Verse 3,12,93,1,1,1,[512],"[('rhyme', 'NN')]",N,POSITIVE,0.9901,If rhyme was a drug I'd sell it by the gram, if rhyme was a drug I'd sell it by the gram,NEGATIVE,0.9986,-0.9986,6,0.09230769230769233,0.9901,120,0.6486486486486487,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-3.875821828842163,3.6037814617156982
512,512,512,512,512,512,512,512,512,512,512,was,was,was,513,72,7,Verse 3,12,94,5,5,5,"[124, 271, 388, 513, 542]","[('was', 'VBD')]",V,POSITIVE,0.7796,If rhyme was a drug I'd sell it by the gram, if rhyme was a drug I'd sell it by the gram,NEGATIVE,0.9986,-0.9986,6,0.09230769230769233,0.7796,62,0.33513513513513515,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,19.587766647338867,-2.257906198501587
513,513,513,513,513,513,513,513,513,513,513,a,a,a,514,72,7,Verse 3,12,95,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,If rhyme was a drug I'd sell it by the gram, if rhyme was a drug I'd sell it by the gram,NEGATIVE,0.9986,-0.9986,6,0.09230769230769233,0.9873,114,0.6162162162162163,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,14.46420669555664,-0.8100928068161011
514,514,514,514,514,514,514,514,514,514,514,drug,drug,drug,515,72,7,Verse 3,12,96,1,1,1,[515],"[('drug', 'NN')]",N,NEGATIVE,0.9905,If rhyme was a drug I'd sell it by the gram, if rhyme was a drug I'd sell it by the gram,NEGATIVE,0.9986,-0.9986,6,0.09230769230769233,-0.9905,26,0.14054054054054055,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,-0.9498078227043152,11.85852336883545
515,515,515,515,515,515,515,515,515,515,515,I'd,I'd,I'd,516,72,7,Verse 3,12,97,1,1,1,[516],"[('I', 'PRP'), (""'d"", 'MD')]",MULT,POSITIVE,0.9956,If rhyme was a drug I'd sell it by the gram, if rhyme was a drug I'd sell it by the gram,NEGATIVE,0.9986,-0.9986,6,0.09230769230769233,0.9956,146,0.7891891891891892,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,14.365946769714355,-20.597824096679688
516,516,516,516,516,516,516,516,516,516,516,sell,sell,sell,517,72,7,Verse 3,12,98,1,1,1,[517],"[('sell', 'NN')]",N,POSITIVE,0.9954,If rhyme was a drug I'd sell it by the gram, if rhyme was a drug I'd sell it by the gram,NEGATIVE,0.9986,-0.9986,6,0.09230769230769233,0.9954,145,0.7837837837837838,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-11.082776069641113,2.271646499633789
517,517,517,517,517,517,517,517,517,517,517,it,it,it,518,72,7,Verse 3,12,99,13,13,13,"[5, 40, 105, 108, 130, 139, 394, 403, 437, 482, 518, 548, 557]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,If rhyme was a drug I'd sell it by the gram, if rhyme was a drug I'd sell it by the gram,NEGATIVE,0.9986,-0.9986,6,0.09230769230769233,0.9927,130,0.7027027027027027,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,9.89292812347412,-5.348041534423828
518,518,518,518,518,518,518,518,518,518,518,by,by,by,519,72,7,Verse 3,12,100,3,3,3,"[250, 519, 532]","[('by', 'IN')]",PREP,POSITIVE,0.9123,If rhyme was a drug I'd sell it by the gram, if rhyme was a drug I'd sell it by the gram,NEGATIVE,0.9986,-0.9986,6,0.09230769230769233,0.9123,72,0.3891891891891892,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,15.261855125427244,3.8847110271453857
519,519,519,519,519,519,519,519,519,519,519,the,the,the,520,72,7,Verse 3,12,101,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,If rhyme was a drug I'd sell it by the gram, if rhyme was a drug I'd sell it by the gram,NEGATIVE,0.9986,-0.9986,6,0.09230769230769233,0.9636,84,0.4540540540540541,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-0.7009652256965637,1.4191086292266846
520,520,520,520,520,520,520,520,520,520,520,gram,gram,gram,521,72,7,Verse 3,12,102,1,1,1,[521],"[('gram', 'NN')]",N,POSITIVE,0.9913,If rhyme was a drug I'd sell it by the gram, if rhyme was a drug I'd sell it by the gram,NEGATIVE,0.9986,-0.9986,6,0.09230769230769233,0.9913,127,0.6864864864864865,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,3.349987030029297,-9.53494358062744
521,521,521,521,521,521,521,521,521,521,521,Keep,Keep,keep,522,73,7,Verse 3,13,103,1,1,1,[522],"[('keep', 'VB')]",V,POSITIVE,0.9989,Keep my composure when it's time to get loose, keep my composure when it's time to get loose,POSITIVE,0.9933,0.9933,52,0.8,0.9989,175,0.9459459459459459,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-8.143282890319824,0.4661634266376496
522,522,522,522,522,522,522,522,522,522,522,my,my,my,523,73,7,Verse 3,13,104,11,11,11,"[136, 223, 230, 332, 347, 400, 438, 456, 523, 538, 554]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,Keep my composure when it's time to get loose, keep my composure when it's time to get loose,POSITIVE,0.9933,0.9933,52,0.8,0.9935,135,0.7297297297297297,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-9.000388145446777,-12.291399955749512
523,523,523,523,523,523,523,523,523,523,523,composure,composure,composure,524,73,7,Verse 3,13,105,1,1,1,[524],"[('composure', 'NN')]",N,POSITIVE,0.9984,Keep my composure when it's time to get loose, keep my composure when it's time to get loose,POSITIVE,0.9933,0.9933,52,0.8,0.9984,170,0.9189189189189192,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,2.6652560234069824,2.242675542831421
524,524,524,524,524,524,524,524,524,524,524,when,when,when,525,73,7,Verse 3,13,106,3,3,3,"[90, 199, 525]","[('when', 'WRB')]",OTH,POSITIVE,0.9288,Keep my composure when it's time to get loose, keep my composure when it's time to get loose,POSITIVE,0.9933,0.9933,52,0.8,0.9288,77,0.4162162162162161,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,12.985925674438475,-8.621776580810549
525,525,525,525,525,525,525,525,525,525,525,it's,it's,it's,526,73,7,Verse 3,13,107,2,2,2,"[216, 526]","[('it', 'PRP'), (""'s"", 'VBZ')]",MULT,POSITIVE,0.9988,Keep my composure when it's time to get loose, keep my composure when it's time to get loose,POSITIVE,0.9933,0.9933,52,0.8,0.9988,174,0.9405405405405406,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,14.261357307434082,-22.57988929748535
526,526,526,526,526,526,526,526,526,526,526,time,time,time,527,73,7,Verse 3,13,108,2,2,2,"[217, 527]","[('time', 'NN')]",N,POSITIVE,0.9581,Keep my composure when it's time to get loose, keep my composure when it's time to get loose,POSITIVE,0.9933,0.9933,52,0.8,0.9581,81,0.43783783783783786,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-3.8460867404937744,-8.689764022827147
527,527,527,527,527,527,527,527,527,527,527,to,to,to,528,73,7,Verse 3,13,109,14,14,14,"[54, 173, 176, 218, 240, 254, 265, 277, 354, 361, 447, 487, 528, 583]","[('to', 'TO')]",OTH,POSITIVE,0.9653,Keep my composure when it's time to get loose, keep my composure when it's time to get loose,POSITIVE,0.9933,0.9933,52,0.8,0.9653,86,0.4648648648648649,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-12.766663551330565,8.213215827941895
528,528,528,528,528,528,528,528,528,528,528,get,get,get,529,73,7,Verse 3,13,110,3,3,3,"[362, 529, 578]","[('get', 'VB')]",V,POSITIVE,0.9973,Keep my composure when it's time to get loose, keep my composure when it's time to get loose,POSITIVE,0.9933,0.9933,52,0.8,0.9973,160,0.8648648648648649,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-10.808104515075684,3.9108567237854
529,529,529,529,529,529,529,529,529,529,529,loose,loose,loose,530,73,7,Verse 3,13,111,1,1,1,[530],"[('loose', 'JJ')]",ADJ,NEGATIVE,0.9997,Keep my composure when it's time to get loose, keep my composure when it's time to get loose,POSITIVE,0.9933,0.9933,52,0.8,-0.9997,0,0.0,neg_word_pos_line,Ice Ice Baby,Vanilla Ice,-6.33842134475708,-3.892533302307129
530,530,530,530,530,530,530,530,530,530,530,Magnetized,Magnetized,magnetized,531,74,7,Verse 3,14,112,1,1,1,[531],"[('magnetized', 'VBN')]",V,POSITIVE,0.9914,Magnetized by the mic while I kick my juice, magnetized by the mic while I kick my juice,NEGATIVE,0.5045,-0.5045,37,0.5692307692307692,0.9914,128,0.6918918918918919,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-3.09397292137146,-13.175338745117188
531,531,531,531,531,531,531,531,531,531,531,by,by,by,532,74,7,Verse 3,14,113,3,3,3,"[250, 519, 532]","[('by', 'IN')]",PREP,POSITIVE,0.9123,Magnetized by the mic while I kick my juice, magnetized by the mic while I kick my juice,NEGATIVE,0.5045,-0.5045,37,0.5692307692307692,0.9123,72,0.3891891891891892,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,15.261855125427244,3.8847110271453857
